"INCIDENT DATE","CLAIM DATE","COUNTY","DISTRICT","ROUTE","STATUS"
2023-01-13,"2023-01-20","San Francisco",4,"1","unclear/unknown/pending"
2022-11-14,"2022-12-01","San Francisco",4,"80","unclear/unknown/pending"
2019-10-20,"2019-12-24","San Francisco",4,"280","Deny"
2023-02-05,"2023-04-14","San Francisco",4,"NSh","Deny"
2019-03-03,"2019-04-22","San Francisco",4,"101","Deny"
2023-01-19,"2023-01-28","San Francisco",4,"101","Deny"
2022-10-16,"2023-03-30","San Francisco",4,"80","unclear/unknown/pending"
2018-07-20,"2019-02-07","San Francisco",4,"101","Deny"
2022-11-22,"2023-03-23","San Francisco",4,"NSH","Deny"
2022-07-30,"2022-12-02","San Francisco",4,"80","Deny"
2023-05-12,"2023-05-26","San Francisco",4,"80","unclear/unknown/pending"
2019-12-23,"2020-01-14","San Francisco",4,"280","Deny"
2023-01-13,"2023-02-06","San Francisco",4,"1","Deny"
2021-01-03,"2021-02-25","San Francisco",4,"280","Deny"
2023-01-05,"2023-02-24","San Francisco",4,"1","unclear/unknown/pending"
2019-04-16,"2019-06-13","San Francisco",4,"1","Deny"
2022-12-06,"2023-01-21","San Francisco",4,"280","Deny"
2021-10-21,"2022-03-22","San Francisco",4,"101","Deny"
2020-01-17,"2020-02-12","San Francisco",4,"1","Deny"
2021-10-02,"2021-10-20","San Francisco",4,"280","Deny"
2022-04-02,"2022-07-21","San Francisco",4,"280","Deny"
2022-12-10,"2023-06-13","San Francisco",4,"280","Deny"
2022-01-06,"2022-02-15","San Francisco",4,"280","Deny"
2018-04-18,"2018-06-06","San Francisco",4,"280","Deny"
2022-02-01,"2022-04-12","San Francisco",4,"280","Deny"
2023-01-13,"2023-03-02","San Francisco",4,"1","Deny"
2023-01-09,"2023-02-08","San Francisco",4,"280","Deny"
2023-03-15,"2023-03-18","San Francisco",4,"280","unclear/unknown/pending"
2023-03-23,"2023-03-27","San Francisco",4,"Haney way","Deny"
2022-12-15,"2023-01-30","San Francisco",4,"101","unclear/unknown/pending"
2018-03-16,"2018-04-04","San Francisco",4,"1","Deny"
2023-01-11,"2023-01-24","San Francisco",4,"280","Deny"
2018-12-19,"2019-01-10","San Francisco",4,"280","Deny"
2019-09-16,"2019-09-27","San Francisco",4,"280","Approve"
2023-01-09,"2023-05-26","San Francisco",4,"280","unclear/unknown/pending"
2019-02-21,"2019-03-27","San Francisco",4,"1","unclear/unknown/pending"
2023-01-03,"2023-03-27","San Francisco",4,"280","Deny"
2019-01-20,"2019-06-03","San Francisco",4,"280","Deny"
2022-12-17,"2023-06-01","San Francisco",4,"101","unclear/unknown/pending"
2021-01-07,"2021-04-08","San Francisco",4,"80","Deny"
2022-01-18,"2022-02-01","San Francisco",4,"280","Approve"
2023-01-24,"2023-09-18","San Francisco",4,"280","unclear/unknown/pending"
2023-01-11,"2023-02-04","San Francisco",4,"280","unclear/unknown/pending"
2023-03-22,"2023-04-06","San Francisco",4,"1","Deny"
2023-01-13,"2023-03-27","San Francisco",4,"1","unclear/unknown/pending"
2023-03-15,"2023-03-22","San Francisco",4,"1","Deny"
2023-01-15,"2023-06-02","San Francisco",4,"101","unclear/unknown/pending"
2023-03-15,"2023-03-27","San Francisco",4,"280","Deny"
2023-03-13,"2023-03-28","San Francisco",4,"1","unclear/unknown/pending"
2023-03-11,"2023-04-14","San Francisco",4,"NSH","Deny"
2023-03-23,"2023-04-12","San Francisco",4,"280","unclear/unknown/pending"
2023-03-14,"2023-03-20","San Francisco",4,"280","Deny"
2023-01-11,"2023-01-16","San Francisco",4,"280","Deny"
2019-02-16,"2019-03-05","San Francisco",4,"101","Deny"
2023-03-16,"2023-08-16","San Francisco",4,"280","unclear/unknown/pending"
2022-12-27,"2023-01-24","San Francisco",4,"280","Deny"
2023-01-09,"2023-01-25","San Francisco",4,"280","unclear/unknown/pending"
2023-03-20,"2023-04-04","San Francisco",4,"101","Deny"
2023-01-13,"2023-01-18","San Francisco",4,"1","Deny"
2019-02-17,"2019-03-02","San Francisco",4,"280","Deny"
2023-04-05,"2023-05-26","San Francisco",4,"280","unclear/unknown/pending"
2023-01-13,"2023-01-25","San Francisco",4,"1","Deny"
2023-01-16,"2023-06-30","San Francisco",4,"101","unclear/unknown/pending"
2020-04-21,"2020-06-17","San Francisco",4,"101","Deny"
2019-07-22,"2019-11-12","San Francisco",4,"101","Deny"
2018-03-23,"2018-04-09","San Francisco",4,"101","Deny"
2023-04-06,"2023-05-19","San Francisco",4,"NSH","unclear/unknown/pending"
2023-04-27,"2023-06-08","San Francisco",4,"1","unclear/unknown/pending"
2023-05-06,"2023-06-03","San Francisco",4,"101","unclear/unknown/pending"
2019-12-14,"2020-05-14","San Francisco",4,"1","unclear/unknown/pending"
2022-03-30,"2022-04-27","San Francisco",4,"101","Deny"
2021-02-25,"2021-03-22","San Francisco",4,"280","Deny"
2019-02-24,"2019-06-13","San Francisco",4,"1","Deny"
2023-04-20,"2023-05-19","San Francisco",4,"101","Deny"
2018-06-28,"2018-07-24","San Francisco",4,"101","Deny"
2019-11-16,"2020-01-28","San Francisco",4,"101","Deny"
2023-01-13,"2023-01-31","San Francisco",4,"1","unclear/unknown/pending"
2021-09-16,"2021-11-02","San Francisco",4,"101","Deny"
2018-03-16,"2018-04-04","San Francisco",4,"1","Deny"
2023-03-14,"2023-03-16","San Francisco",4,"SF 1  R0.77","Deny"
2023-03-27,"2023-04-10","San Joaquin",10,"5","Deny"
2023-03-02,"2023-03-24","San Joaquin",10,"99","Deny"
2019-08-14,"2020-02-05","San Joaquin",10,"99","Approve"
2023-01-15,"2023-02-27","San Joaquin",10,"5","Deny"
2021-09-01,"2022-04-22","San Joaquin",10,"99","unclear/unknown/pending"
2019-03-22,"2019-07-11","San Joaquin",10,"n/a","Transfer to diff office"
2023-05-05,"2023-05-15","San Joaquin",10,"5","unclear/unknown/pending"
2018-12-17,"2019-04-26","San Joaquin",10,"99","Deny"
2023-02-24,"2023-04-07","San Joaquin",10,"5","Deny"
2023-01-11,"2023-01-19","San Joaquin",10,"5","Deny"
2022-12-31,"2023-01-12","San Joaquin",10,"5","unclear/unknown/pending"
2023-03-06,"2023-04-07","San Joaquin",10,"Not a State ROW","Deny"
2023-01-17,"2023-01-24","San Joaquin",10,"l Dorado St., Stockton  Not a State ROW","Deny"
2023-04-07,"2023-05-10","San Joaquin",10,"5","Approve"
2023-01-31,"2023-02-24","San Joaquin",10,"5","Deny"
2023-01-29,"2023-02-03","San Joaquin",10,"12","Deny"
2019-08-10,"2019-09-03","San Joaquin",10,"5","Deny"
2018-08-16,"2018-09-18","San Joaquin",10,"205","Deny"
2022-12-31,"2023-01-25","San Joaquin",10,"5","unclear/unknown/pending"
2021-01-14,"2021-09-24","San Joaquin",10,"5","Deny"
2018-08-09,"2018-11-01","San Joaquin",10,"205","Deny"
2023-01-10,"2023-03-29","San Joaquin",10,"5","Deny"
2019-05-08,"2019-05-20","San Joaquin",10,"5","Deny"
2023-03-13,"2023-03-29","San Joaquin",10,"5","Deny"
2023-03-25,"2023-04-27","San Joaquin",10,"205","unclear/unknown/pending"
2020-05-25,"2020-06-26","San Joaquin",10,"5","Deny"
2023-03-03,"2023-03-17","San Joaquin",10,"5","Deny"
2023-01-21,"2023-03-02","San Joaquin",10,"Not State ROW  Byron","Deny"
2023-02-14,"2023-03-24","San Joaquin",10,"W. reek Drive","Approve"
2021-10-07,"2021-10-18","San Joaquin",10,NA,"unclear/unknown/pending"
2023-03-27,"2023-04-27","San Joaquin",10,"5","unclear/unknown/pending"
2018-12-31,"2019-02-13","San Joaquin",10,NA,"unclear/unknown/pending"
2023-01-22,"2023-04-07","San Joaquin",10,"Morada Lane","Deny"
2023-03-14,"2023-04-03","San Joaquin",10,"205","Deny"
2023-03-01,"2023-04-17","San Joaquin",10,"5","Deny"
2023-01-12,"2023-09-21","San Joaquin",10,"LAYSTATON","unclear/unknown/pending"
2019-06-08,"2019-07-05","San Joaquin",10,"5","Approve"
2023-03-31,"2023-04-06","San Joaquin",10,"205","Deny"
2018-09-27,"2018-11-09","San Joaquin",10,"12","Deny"
2023-03-13,"2023-04-27","San Joaquin",10,"205","unclear/unknown/pending"
2018-10-21,"2019-05-22","San Joaquin",10,"205","Deny"
2023-03-10,"2023-04-03","San Joaquin",10,"nternational Parkway","Deny"
2018-01-16,"2018-03-05","San Joaquin",10,"not our ROW","Deny"
2023-02-25,"2023-04-04","San Joaquin",10,"Arch Road","Deny"
2022-12-25,"2023-01-03","San Joaquin",10,"120","Deny"
2022-12-31,"2023-01-19","San Joaquin",10,"12","unclear/unknown/pending"
2023-02-10,"2023-04-12","San Joaquin",10,"Spreckles Ave.","Deny"
2018-08-20,"2018-08-30","San Joaquin",10,"99","Deny"
2023-03-13,"2023-04-18","San Joaquin",10,"205","Deny"
2023-04-14,"2023-05-05","San Joaquin",10,"205","unclear/unknown/pending"
2023-01-20,"2023-02-27","San Joaquin",10,"5","Deny"
2023-03-09,"2023-04-24","San Joaquin",10,"5","unclear/unknown/pending"
2023-04-27,"2023-07-25","San Joaquin",10,"NOT STAT ROW","unclear/unknown/pending"
2023-01-01,"2023-02-17","San Joaquin",10,"205","Deny"
2019-04-18,"2019-05-03","San Joaquin",10,"205","Deny"
2023-03-27,"2023-04-18","San Joaquin",10,"205","Deny"
2021-10-11,"2021-10-27","San Joaquin",10,"5","Deny"
2021-12-26,"2022-06-23","San Joaquin",10,"580","unclear/unknown/pending"
2023-04-18,"2023-09-21","San Joaquin",10,"205","unclear/unknown/pending"
2023-03-01,"2023-07-25","San Joaquin",10,"4","unclear/unknown/pending"
2023-01-12,"2023-03-02","San Joaquin",10,"205","Deny"
2023-03-06,"2023-04-27","San Joaquin",10,"5","unclear/unknown/pending"
2023-03-13,"2023-04-03","San Joaquin",10,"99","Deny"
2023-03-21,"2023-04-18","San Joaquin",10,"5","Deny"
2023-01-11,"2023-07-03","San Joaquin",10,"152","unclear/unknown/pending"
2023-03-09,"2023-04-05","San Joaquin",10,"205","Deny"
2023-02-27,"2023-04-17","San Joaquin",10,"5","Deny"
2018-08-09,"2018-08-29","San Joaquin",10,"205","unclear/unknown/pending"
2022-08-22,"2023-01-26","San Joaquin",10,"12","unclear/unknown/pending"
2023-01-13,"2023-03-06","San Joaquin",10,"Newton Road  Not state ROW","Deny"
2022-10-18,"2022-10-31","San Joaquin",10,"205","Deny"
2019-04-04,"2019-04-19","San Joaquin",10,"99","Deny"
2021-02-05,"2021-02-16","San Joaquin",10,"South Patterson Pass Road","Deny"
2023-03-12,"2023-03-30","San Joaquin",10,"205","Deny"
2022-08-21,"2023-02-27","San Joaquin",10,"4","unclear/unknown/pending"
2018-08-16,"2018-09-26","San Joaquin",10,"4","Deny"
2022-07-16,"2023-02-10","San Joaquin",10,"5","unclear/unknown/pending"
2018-01-02,"2018-02-20","San Joaquin",10,"205","Deny"
2023-01-12,"2023-02-24","San Joaquin",10,"99","Deny"
2023-04-22,"2023-05-12","San Joaquin",10,"205","unclear/unknown/pending"
2020-06-27,"2020-07-28","San Joaquin",10,"5","Deny"
2023-03-13,"2023-04-03","San Joaquin",10,"Arch Road","Deny"
2022-01-06,"2022-01-18","San Joaquin",10,"4","unclear/unknown/pending"
2023-03-04,"2023-03-21","San Joaquin",10,"99","Deny"
2023-04-05,"2023-04-21","San Joaquin",10,"205","Deny"
2023-03-28,"2023-04-07","San Joaquin",10,"5","Deny"
2019-05-31,"2019-06-21","San Joaquin",10,"5","Deny"
2023-03-10,"2023-03-21","San Joaquin",10,"205","Deny"
2022-05-05,"2022-06-10","San Joaquin",10,"205","Approve"
2022-01-04,"2022-03-03","San Joaquin",10,"5","unclear/unknown/pending"
2023-04-01,"2023-04-21","San Joaquin",10,"5","Approve"
2023-03-22,"2023-03-27","San Joaquin",10,"5","Deny"
2022-08-17,"2022-11-07","San Joaquin",10,"Main St. & Mission in Manteca","Deny"
2022-10-05,"2022-10-17","San Joaquin",10,"5","Deny"
2023-03-11,"2023-04-18","San Joaquin",10,"W. YOSMT","Deny"
2022-02-18,"2022-04-14","San Joaquin",10,"99","unclear/unknown/pending"
2019-03-22,"2019-04-02","San Joaquin",10,"205","Deny"
2020-12-13,"2021-01-29","San Joaquin",10,"99","Deny"
2018-09-20,"2018-10-17","San Joaquin",10,"99","Deny"
2023-02-27,"2023-04-11","San Joaquin",10,"Morada Lane","Deny"
2019-12-03,"2019-12-20","San Joaquin",10,"108","Deny"
2023-02-01,"2023-10-02","San Joaquin",10,"205","unclear/unknown/pending"
2023-01-16,"2023-02-21","San Joaquin",10,". opperopolis Road  Not a State ROW","Deny"
2023-05-15,"2023-05-30","San Joaquin",10,"5","unclear/unknown/pending"
2023-03-06,"2023-03-17","San Joaquin",10,"5","Deny"
2023-04-06,"2023-06-02","San Joaquin",10,"205","unclear/unknown/pending"
2020-04-28,"2020-09-01","San Joaquin",10,"5","Deny"
2019-04-25,"2019-05-02","San Joaquin",10,"5","Deny"
2023-02-03,"2023-03-08","San Joaquin",10,"205","Deny"
2021-02-17,"2021-03-02","San Joaquin",10,NA,"Deny"
2023-03-11,"2023-04-27","San Joaquin",10,". MNR AV.","Deny"
2020-02-09,"2020-03-05","San Joaquin",10,"99","Deny"
2022-12-21,"2023-01-26","San Joaquin",10,"4","unclear/unknown/pending"
2019-03-04,"2019-03-11","San Joaquin",10,NA,"Deny"
2022-05-09,"2022-06-14","San Joaquin",10,"4","Deny"
2021-07-23,"2021-08-12","San Joaquin",10,"5","Deny"
2023-02-28,"2023-04-19","San Joaquin",10,"5","Deny"
2019-10-16,"2019-11-04","San Joaquin",10,"120","Deny"
2019-11-25,"2019-12-18","San Joaquin",10,"Not our ROW","Deny"
2023-01-21,"2023-02-07","San Joaquin",10,"Byron , not a State ROW","Deny"
2023-03-12,"2023-04-18","San Joaquin",10,"205","Deny"
2023-03-15,"2023-04-18","San Joaquin",10,"5","Deny"
2018-09-30,"2018-10-22","San Joaquin",10,"5","Deny"
2019-08-02,"2019-12-18","San Joaquin",10,"4","Approve"
2019-08-04,"2019-09-09","San Joaquin",10,"132","Deny"
2023-04-08,"2023-04-17","San Joaquin",10,". HAMMR LAN, STOKTON","Deny"
2019-03-10,"2019-03-21","San Joaquin",10,"5","Deny"
2023-03-01,"2023-03-24","San Joaquin",10,"205","Deny"
2018-06-19,"2018-09-12","San Joaquin",10,"99","Deny"
2020-01-22,"2020-04-23","San Joaquin",10,"5","Deny"
2019-06-14,"2019-07-22","San Joaquin",10,"205","Deny"
2023-04-02,"2023-04-17","San Joaquin",10,"5","Deny"
2022-06-15,"2022-07-20","San Joaquin",10,NA,"unclear/unknown/pending"
2019-04-08,"2019-04-15","San Joaquin",10,"ounty J4 Byron","Deny"
2021-01-08,"2021-01-25","San Joaquin",10,"205","Approve"
2023-03-18,"2023-03-30","San Joaquin",10,"5","Deny"
2023-03-22,"2023-04-04","San Joaquin",10,"205","Deny"
2018-02-24,"2018-05-17","San Joaquin",10,"99","Deny"
2023-01-08,"2023-05-05","San Joaquin",10,"99","unclear/unknown/pending"
2023-01-10,"2023-02-06","San Joaquin",10,"205","Deny"
2022-09-24,"2022-11-09","San Joaquin",10,"5","unclear/unknown/pending"
2023-03-15,"2023-06-15","San Joaquin",10,"205","unclear/unknown/pending"
2022-01-14,"2022-01-24","San Joaquin",10,"205","unclear/unknown/pending"
2021-05-27,"2021-11-29","San Joaquin",10,"orral Hollow Road (ounty )","Deny"
2023-05-14,"2023-06-20","San Joaquin",10,"5","unclear/unknown/pending"
2023-03-14,"2023-06-23","San Joaquin",10,"205","unclear/unknown/pending"
2023-03-27,"2023-06-20","San Joaquin",10,"5","unclear/unknown/pending"
2023-05-23,"2023-06-22","San Joaquin",10,"4","unclear/unknown/pending"
2023-01-26,"2023-05-03","San Joaquin",10,"5","unclear/unknown/pending"
2020-12-13,"2021-01-29","San Joaquin",10,"99","Deny"
2023-01-10,"2023-02-06","San Joaquin",10,"205","unclear/unknown/pending"
2023-04-10,"2023-04-10","San Joaquin",10,"orral Hollow","Deny"
2019-02-06,"2019-02-25","San Joaquin",10,"120","Deny"
2018-08-16,"2018-09-24","San Joaquin",10,"205","Deny"
2018-04-11,"2018-04-16","San Joaquin",10,"12","Deny"
2023-03-29,"2023-05-24","San Joaquin",10,"5","unclear/unknown/pending"
2023-03-09,"2023-06-20","San Joaquin",10,"205","unclear/unknown/pending"
2023-01-16,"2023-01-24","San Joaquin",10,"5","unclear/unknown/pending"
2023-01-16,"2023-07-05","San Joaquin",10,"4","unclear/unknown/pending"
2019-06-08,"2019-07-01","San Joaquin",10,"99","Deny"
2022-08-03,"2022-08-08","San Joaquin",10,"5","Transfer to diff office"
2022-05-06,"2022-05-25","San Joaquin",10,"5","unclear/unknown/pending"
2021-02-05,"2021-03-08","San Joaquin",10,"?","Deny"
2023-03-14,"2023-05-17","San Joaquin",10,"5","unclear/unknown/pending"
2023-01-23,"2023-03-29","San Joaquin",10,"Byron   Not a State ROW","Deny"
2023-01-13,"2023-02-24","San Joaquin",10,"Mcallen St., not a State ROW","unclear/unknown/pending"
2023-05-06,"2023-05-18","San Joaquin",10,"120","unclear/unknown/pending"
2021-10-26,"2021-11-24","San Joaquin",10,NA,"Deny"
2018-04-26,"2018-07-17","San Joaquin",10,NA,"Deny"
2023-01-17,"2023-03-06","San Joaquin",10,"5","unclear/unknown/pending"
2018-11-27,"2019-05-24","San Joaquin",10,"4","Deny"
2019-05-16,"2019-06-28","San Joaquin",10,"5","Deny"
2022-09-11,"2022-11-08","San Joaquin",10,"99","unclear/unknown/pending"
2021-12-31,"2022-01-27","San Joaquin",10,"NOT A STAT","unclear/unknown/pending"
2023-03-10,"2023-04-17","San Joaquin",10,"205","Deny"
2022-03-26,"2022-09-26","San Joaquin",10,"205","unclear/unknown/pending"
2022-12-31,"2023-04-10","San Joaquin",10,"12","Deny"
2023-02-10,"2023-03-06","San Joaquin",10,"Arch Road  Not a State ROW","unclear/unknown/pending"
2023-02-02,"2023-03-24","San Joaquin",10,"5","Deny"
2018-07-30,"2018-08-16","San Joaquin",10,"99","Deny"
2018-12-26,"2019-01-23","San Joaquin",10,"205","Deny"
2020-01-07,"2020-02-19","San Joaquin",10,"5","Deny"
2019-05-02,"2019-09-30","San Joaquin",10,"580","unclear/unknown/pending"
2018-08-07,"2018-11-07","San Joaquin",10,"205","Deny"
2023-02-01,"2023-06-21","San Joaquin",10,"99","unclear/unknown/pending"
2018-12-26,"2019-11-22","San Joaquin",10,"99","Deny"
2018-07-31,"2018-12-12","San Joaquin",10,"99","Deny"
2023-03-06,"2023-05-15","San Joaquin",10,"99","unclear/unknown/pending"
2022-01-15,"2022-02-04","San Joaquin",10,"5","unclear/unknown/pending"
2018-04-06,"2018-05-04","San Joaquin",10,"580","unclear/unknown/pending"
2020-07-09,"2020-08-17","San Joaquin",10,"5","Deny"
2018-06-22,"2018-09-12","San Joaquin",10,"5","Deny"
2019-10-27,"2020-01-09","San Joaquin",10,"5","Deny"
2022-01-15,"2022-01-24","San Joaquin",10,"5","Approve"
2018-12-02,"2019-01-07","San Joaquin",10,"205","Deny"
2022-12-23,"2023-06-12","San Joaquin",10,"205","Deny"
2023-01-09,"2023-01-25","San Joaquin",10,"5","unclear/unknown/pending"
2018-10-14,"2018-11-21","San Joaquin",10,"205","Deny"
2019-09-16,"2019-10-28","San Joaquin",10,"5","Deny"
2022-12-31,"2023-03-21","San Joaquin",10,"205","unclear/unknown/pending"
2023-01-01,"2023-06-05","San Joaquin",10,"205","unclear/unknown/pending"
2023-04-09,"2023-05-30","San Joaquin",10,"205","unclear/unknown/pending"
2019-06-12,"2019-12-12","San Joaquin",10,"5","Deny"
2018-04-02,"2018-04-23","San Joaquin",10,"12","Deny"
2023-03-12,"2023-03-29","San Joaquin",10,"205","Deny"
2023-03-12,"2023-06-20","San Joaquin",10,"NT'L PARKWAY","Deny"
2018-07-23,"2018-08-13","San Joaquin",10,"99","Deny"
2022-02-17,"2022-02-28","San Joaquin",10,"5","unclear/unknown/pending"
2020-06-09,"2020-07-29","San Joaquin",10,"16","Deny"
2018-10-19,"2019-03-07","San Joaquin",10,"205","Deny"
2019-01-17,"2019-02-08","San Joaquin",10,"205","Deny"
2018-12-14,"2019-02-28","San Joaquin",10,"205","Deny"
2018-11-27,"2019-05-03","San Joaquin",10,"4","Deny"
2023-03-27,"2023-04-04","San Joaquin",10,"205","Deny"
2023-02-15,"2023-04-05","San Joaquin",10,"5","Deny"
2023-05-07,"2023-05-15","San Joaquin",10,"NDSTRAL AV.","Deny"
2022-05-31,"2022-05-31","San Joaquin",10,"120","Deny"
2021-11-02,"2021-12-20","San Joaquin",10,"12","unclear/unknown/pending"
2023-01-09,"2023-04-04","San Joaquin",10,"99","Deny"
2023-03-07,"2023-03-07","San Joaquin",10,"11 St.","Deny"
2023-01-10,"2023-06-20","San Joaquin",10,"88","unclear/unknown/pending"
2023-03-12,"2023-03-17","San Joaquin",10,"5","Deny"
2023-01-15,"2023-03-17","San Joaquin",10,"Pacific Ave., Stockton, San Joaquin ounty","Deny"
2023-03-04,"2023-04-03","San Joaquin",10,"5","Deny"
2023-03-18,"2023-04-10","San Joaquin",10,"5","Deny"
2023-01-17,"2023-01-17","San Joaquin",10,"5","Deny"
2023-03-22,"2023-05-30","San Joaquin",10,"5","unclear/unknown/pending"
2019-01-21,"2019-02-11","San Joaquin",10,"5","Approve"
2020-04-13,"2020-05-11","San Joaquin",10,"5","Approve"
2023-03-03,"2023-05-01","San Joaquin",10,"205","unclear/unknown/pending"
2023-01-25,"2023-02-24","San Joaquin",10,"12","Deny"
2019-12-10,"2020-02-21","San Joaquin",10,"205","Deny"
2022-12-31,"2023-01-24","San Joaquin",10,"12","unclear/unknown/pending"
2023-01-24,"2023-02-06","San Joaquin",10,"99","unclear/unknown/pending"
2021-12-07,"2022-02-14","San Joaquin",10,"5","unclear/unknown/pending"
2023-03-15,"2023-04-19","San Joaquin",10,"205","Deny"
2023-01-09,"2023-01-25","San Joaquin",10,"5","Deny"
2019-10-10,"2019-10-28","San Joaquin",10,"n/a","Transfer to diff office"
2018-03-30,"2018-04-16","San Joaquin",10,"205","Deny"
2023-03-28,"2023-04-03","San Joaquin",10,"5","Deny"
2019-05-16,"2019-06-10","San Joaquin",10,"5","Deny"
2023-04-24,"2023-06-20","San Joaquin",10,"5","unclear/unknown/pending"
2023-02-26,"2023-03-03","San Joaquin",10,"Not State right of way  Grantline Road","Deny"
2019-05-02,"2019-09-16","San Joaquin",10,"580","Deny"
2020-05-25,"2020-06-17","San Joaquin",10,"5","Deny"
2019-04-26,"2019-05-30","San Joaquin",10,"120","Transfer to diff office"
2023-03-23,"2023-04-21","San Joaquin",10,"Byron Road","Deny"
2021-03-28,"2021-04-20","San Joaquin",10,NA,"Deny"
2023-03-31,"2023-03-31","San Joaquin",10,"88","Deny"
2022-12-01,"2023-01-11","San Joaquin",10,"5/120","unclear/unknown/pending"
2019-01-17,"2019-02-15","San Joaquin",10,"205","Deny"
2019-04-03,"2019-05-20","San Joaquin",10,"Not our ROW","Deny"
2023-03-29,"2023-04-07","San Joaquin",10,"205","Deny"
2023-01-23,"2023-06-27","San Joaquin",10,"5","unclear/unknown/pending"
2019-01-24,"2019-03-01","San Joaquin",10,"205","Deny"
2023-05-06,"2023-05-17","San Joaquin",10,"5","Deny"
2023-01-16,"2023-03-02","San Joaquin",10,"5","Deny"
2023-04-01,"2023-06-27","San Joaquin",10,"5","unclear/unknown/pending"
2023-04-13,"2023-04-17","San Joaquin",10,"5","Deny"
2021-03-27,"2021-07-02","San Joaquin",10,"5","unclear/unknown/pending"
2023-04-30,"2023-09-07","San Joaquin",10,"HAMMR LAN","unclear/unknown/pending"
2023-01-14,"2023-01-26","San Joaquin",10,"Dave Brubeck Way, Stockton  not a state right of way","Deny"
2023-01-21,"2023-02-08","San Joaquin",10,"580","Deny"
2023-01-21,"2023-02-08","San Joaquin",10,"580","unclear/unknown/pending"
2019-03-13,"2019-05-13","San Joaquin",10,"5","Deny"
2022-04-09,"2022-08-03","San Joaquin",10,"5","unclear/unknown/pending"
2023-05-23,"2023-08-18","San Joaquin",10,"4","unclear/unknown/pending"
2022-08-09,"2022-08-15","San Joaquin",10,"4","unclear/unknown/pending"
2018-01-29,"2018-03-26","San Joaquin",10,"5","Deny"
2018-10-26,"2019-03-12","San Joaquin",10,"205","Deny"
2021-11-01,"2021-11-29","San Joaquin",10,"5","unclear/unknown/pending"
2023-01-30,"2023-02-27","San Joaquin",10,"99","Deny"
2022-08-19,"2022-08-29","San Joaquin",10,"4","unclear/unknown/pending"
2019-08-02,"2019-09-24","San Joaquin",10,"4","Deny"
2019-01-22,"2019-06-26","San Joaquin",10,"205","Approve"
2023-03-14,"2023-03-29","San Joaquin",10,"580","Deny"
2018-11-25,"2019-04-11","San Joaquin",10,"205","Deny"
2023-03-05,"2023-05-26","San Joaquin",10,"5","unclear/unknown/pending"
2023-03-10,"2023-04-07","San Joaquin",10,"205","Deny"
2018-10-20,"2018-10-29","San Joaquin",10,"5","Deny"
2023-01-17,"2023-02-03","San Joaquin",10,"99","Deny"
2023-03-25,"2023-04-07","San Joaquin",10,"205","Deny"
2023-03-25,"2023-06-26","San Joaquin",10,"205","unclear/unknown/pending"
2019-03-01,"2019-03-07","San Joaquin",10,"ARH ROAD/QANTAS RD","Deny"
2018-07-17,"2018-08-21","San Joaquin",10,"5","Deny"
2023-01-01,"2023-02-07","San Joaquin",10,"99","unclear/unknown/pending"
2023-01-16,"2023-01-24","San Joaquin",10,"5","Deny"
2022-10-03,"2023-01-24","San Joaquin",10,"5","unclear/unknown/pending"
2020-05-15,"2020-06-15","San Joaquin",10,"5","Deny"
2019-07-26,"2019-08-01","San Joaquin",10,"5","Deny"
2023-01-01,"2023-02-07","San Joaquin",10,"99","Deny"
2023-03-15,"2023-03-27","San Joaquin",10,"205","Deny"
2023-04-11,"2023-04-21","San Joaquin",10,"205","Deny"
2018-06-19,"2018-07-31","San Joaquin",10,"99","Deny"
2018-01-02,"2018-03-12","San Joaquin",10,"205","Deny"
2022-04-23,"2022-06-29","San Joaquin",10,"NOT STAT RW","unclear/unknown/pending"
2018-04-22,"2018-05-21","San Joaquin",10,"120","Deny"
2023-03-16,"2023-06-12","San Joaquin",10,"205","unclear/unknown/pending"
2023-01-08,"2023-03-17","San Joaquin",10,"Morada Lane, Stockton","Deny"
2023-06-05,"2023-06-05","San Joaquin",10,"5","unclear/unknown/pending"
2022-08-16,"2022-09-21","San Joaquin",10,"205","unclear/unknown/pending"
2022-12-31,"2023-04-06","San Joaquin",10,"580","Deny"
2023-05-22,"2023-06-20","San Joaquin",10,"HARNY LAN","Deny"
2021-12-05,"2021-12-10","San Joaquin",10,"5","unclear/unknown/pending"
2023-03-10,"2023-04-03","San Joaquin",10,"205","Deny"
2021-06-27,"2021-08-09","San Joaquin",10,"5","Deny"
2021-01-17,"2021-03-09","San Joaquin",10,"South 5","Deny"
2022-03-13,"2022-03-21","San Joaquin",10,"205","unclear/unknown/pending"
2022-12-27,"2023-03-30","San Joaquin",10,"205","Deny"
2023-01-11,"2023-01-30","San Joaquin",10,"Not state right of way","Deny"
2022-01-15,"2022-02-04","San Joaquin",10,"205","Approve"
2018-02-24,"2019-02-22","San Joaquin",10,"5","Deny"
2020-06-25,"2020-07-13","San Joaquin",10,"205","Deny"
2018-07-20,"2018-07-20","San Joaquin",10,"5","Deny"
2022-10-13,"2022-10-19","San Joaquin",10,"ounty road J4, Byron highway","Deny"
2023-01-27,"2023-04-05","San Joaquin",10,"5","unclear/unknown/pending"
2019-12-01,"2019-12-30","San Joaquin",10,"88","Deny"
2018-06-11,"2018-07-02","San Joaquin",10,"5","Deny"
